0.36902, -0.14726
0.96111, -0.10100
1.13070, -0.11152
1.53508, -0.11782
1.76452, -0.06315
1.89505, -0.10100
2.08551, -0.11152
2.33592, -0.09680
2.54713, -0.05474
2.61772, -0.12203
2.67504, -0.08838
2.89939, -0.08838
3.11594, -0.09469
3.18120, -0.11572
3.33238, -0.05895
3.39771, -0.10521
3.48114, -0.08418
3.68255, -0.09154
3.73427, -0.11993
3.90118, -0.09469
4.01073, -0.08838
4.11766, -0.07500
4.15798, -0.10791
